"id" "TotVal" "TotValh" "TotPMVal" "TotPMValh"
"1" 8451774 24.6585378749562 73.2974259951272 163.35786648765 497.509571099875
"2" 8459462 28.317736906144 66.5007498263105 142.748844037358 337.274860788655
"3" 8459574 33.5696754653971 128.670907767443 132.118212378029 483.35759900584
"4" 8460620 1.30457487015371 20.3729351599946 4.08308818632583 52.8318042398381
"5" 8462035 20.4079779212277 99.0745940160521 70.9763138236805 333.670806798175
"6" 8462117 1.72854961641131 1.74024845088511 380.837812660848 391.683315580101
"7" 8464960 17.5866781837756 69.9539366937638 87.642282971355 355.631007273109
"8" 8465200 38.3208826498527 93.3580174577432 221.931860008633 551.723575147149
"9" 8465210 40.8356221862162 107.634623596377 178.55411896142 468.438671241945
"10" 8466339 0.0217827023551885 0.0219965577780305 18.8723063924618 21.657606967326
"11" 8467335 9.266649664539 54.0193615672678 39.9231863932031 243.261693240589
"12" 8467353 36.0047219779312 107.113620944879 156.127598474599 467.057732640652
"13" 8467412 21.5129215397323 82.0284684534115 103.802890537136 409.544549775482
"14" 8467453 0.669943206029075 0.647897610403077 101.801527061721 115.055469373743
"15" 8467565 3.35445100978513 29.938973243896 22.9312606380835 188.420101537257
"16" 8467844 40.0123449010993 130.689926821315 162.940410639682 540.739508850719
"17" 8468770 2.53951917839973 12.5087155884467 13.2889800169164 84.8981464252745
"18" 8468868 0.81624720143774 6.03550206039026 1.83215070528078 17.7547364818119
"19" 8469470 9.0966127905247 37.4184749027389 45.6589950376687 161.226977972477
"20" 8469581 11.0491630112039 45.1894534080712 67.3639802240642 312.328334900212
"21" 8470058 4.16648222866892 20.9352472970202 18.673539395335 103.303583111855
"22" 8470162 22.2232917664295 71.1043717072897 154.600453066242 493.467026308994
"23" 8470232 4.44025583814772 59.1774318310543 12.4361222899417 152.325056344884
"24" 8470257 31.1482607246101 102.981260840269 138.316615281093 453.829319428936
"25" 8470273 25.5813079906802 79.448682387645 154.421115159143 466.893763514296
"26" 8470809 3.62991200779224 31.6080086633504 10.8239019885869 93.6166714423474
"27" 8470986 0.701893502507186 11.752635390818 0.929802328393935 15.5687831731077
"28" 8471188 13.5062059575427 59.3701291175698 69.6521936731395 279.582580286553
"29" 8471399 1.65353631728412 11.0494360455235 5.22465198324546 33.0286610594672
"30" 8471873 9.42699988042625 40.9167210430312 60.3197285682715 265.712411219917
"31" 8472334 0.00581629186291299 0.0628788309504107 1.56279827520088 17.336620510329
"32" 8473482 14.119401874583 62.5115844635785 64.8133289538428 321.189293101774
"33" 8445739 13.6246490214502 48.4006995842577 71.3082027956181 246.976786850339
"34" 8458069 11.0198059214624 54.6456509957263 86.0006637891355 407.683621880941
"35" 8458529 40.2684562860986 123.84043931231 173.443398858211 536.362607516432
"36" 8458938 37.7904810327694 93.8940274472323 201.293291849378 509.38904050166
"37" 8459442 21.6251663594152 74.2353893004228 149.278684955215 512.8425138235
"38" 8460540 14.0099650039789 74.9967770272441 72.2274991510627 388.490697883693
"39" 8464994 16.6326748895163 86.683109770893 60.2338640032582 315.328661659042
"40" 8465914 22.2173807483659 77.9238730853894 124.833634906721 430.185064398532
"41" 8466398 24.9414098744443 137.635998096286 81.8858452285098 436.4790862727
"42" 8467496 42.366667629248 105.181912885872 213.810052891715 530.365402579119
"43" 8467545 24.1021713142153 105.588560825022 100.718392724283 460.655903221697
"44" 8468309 28.5944928450209 100.574366852634 159.437663772221 549.900173252213
"45" 8469460 43.9400191698778 128.187087464168 156.425992679979 451.710493679913
"46" 8469521 22.3080180474496 77.9594254894667 149.327163685355 509.556291320362
"47" 8470274 36.5490366039592 122.151079826311 155.864823010053 526.09037950337
"48" 8470324 16.1334395103637 57.9159627237722 101.324332215182 365.761059508127
"49" 8470603 27.3765689775655 104.160148349878 120.326146263271 465.035794565875
"50" 8470654 15.2791999485954 66.0727050331959 81.2819137909578 360.555465887083
"51" 8470672 12.1851415418562 52.1496277902345 53.995407815623 230.74270279829
"52" 8470705 0.0853586483319392 0.69365944468393 0.576606331539324 4.68573994027441
"53" 8470860 0.731330918704086 0.731349405241221 29.6094216669645 32.4092834847085
"54" 8471231 5.41671858973095 24.8875232660642 38.2414515030662 188.913810503965
"55" 8471362 5.09072920819382 24.9059834195135 31.6872377278409 160.571513934086
"56" 8471457 1.0134614750214 4.98423676240031 1.71039863395235 8.41179656042141
"57" 8471670 24.9909244624448 122.530055219945 97.4195620838551 471.434521280912
"58" 8471679 4.8880296300114 4.83930950777675 251.287373887276 254.33608850178
"59" 8471851 0.546485292462716 3.20414829456967 0.727644641348841 4.26632037272936
"60" 8471859 11.6129453561461 48.497506426348 79.1487717944201 328.907736486994
"61" 8448535 2.31209314623629 2.28302477505546 312.705966147071 320.629409593797
"62" 8458573 12.7633753563838 38.0537920561887 83.9054359832508 255.076180674199
"63" 8459246 18.7257402086499 139.660978479632 70.3700161863622 525.633366178958
"64" 8459428 32.2527502658466 108.512916926663 168.305881818993 560.818803944301
"65" 8460567 8.34442609353934 30.9863790939244 33.0090705380794 117.480174257735
"66" 8462161 0.318299165225242 0.320645697714818 100.431187852717 110.375284328151
"67" 8465012 27.3989005218091 70.9672353720925 165.719378687947 438.266140934444
"68" 8465059 21.1907392540628 120.599588279473 74.3020962736051 423.83598791004
"69" 8466232 12.9692648299953 69.9699740865071 39.8358638516621 213.31044719013
"70" 8467365 23.4637980987126 98.7155119338205 87.2184697473356 322.646939245318
"71" 8468427 11.7232874026546 35.9677592366455 64.3774217744149 205.856082457213
