"Ben Ondrus","8468868","68"
"Jason Jaffray","8468881","70"
"Mitchell Fritz","8468884","56"
"Warren Peters","8468887","78"
"Steve Montador","8468927","78"
"Wade Brookbank","8469044","51"
"Raitis Ivanans","8469120","76"
"David Gove","8469132","20"
"Travis Roche","8469143","49"
"Ty Conklin","8469152","40"
"Duvie Westcott","8469442","51"
"Ilya Kovalchuk","8469454","88"
"Jason Spezza","8469455","91"
"Alexander Svitov","8469456","32"
"Stephen Weiss","8469457","78"
"Stanislav Chistov","8469458","56"
"Mikko Koivu","8469459","79"
"Mike Komisarek","8469460","66"
"Pascal Leclaire","8469461","12"
"Tuomo Ruutu","8469462","79"
"Fredrik Sjostrom","8469464","79"
"Dan Hamhuis","8469465","91"
"Ales Hemsky","8469466","79"
"Chuck Kobasew","8469467","68"
"R.J. Umberger","8469469","82"
"Carlo Colaiacovo","8469470","73"
"Shaone Morrisonn","8469472","72"
"Marcel Goc","8469473","55"
"Colby Armstrong","8469474","91"
"Jiri Novotny","8469475","42"
"Tim Gleason","8469476","70"
"Lukas Krajicek","8469477","71"
"Alexander Perezhogin","8469478","64"
"Jason Bacashihua","8469479","39"
"Jeff Woywitka","8469480","72"
"Adam Munro","8469482","26"
"David Steckel","8469483","76"
"Matthew Spiller","8469484","71"
"Derek Roy","8469485","91"
"Timofei Shishkanov","8469486","50"
"Mark Popovic","8469488","52"
"Duncan Milroy","8469489","49"
"Tim Jackman","8469490","81"
"Karel Pilar","8469491","37"
"Fedor Tyutin","8469492","82"
"Tuomas Pihlman","8469499","64"
"Mike Cammalleri","8469500","81"
"Chris Thorburn","8469501","82"
"Jaroslav Bednar","8469502","46"
"Noah Welch","8469505","47"
"Jason Pominville","8469506","82"
"Jay McClement","8469508","82"
"Nathan Paetsch","8469509","23"
"Matt Keith","8469510","46"
"Peter Budaj","8469514","56"
"Tomas Malec","8469515","51"
"Brendan Bell","8469516","68"
"Grant McNeill","8469518","25"
"Tomas Plekanec","8469521","87"
"Garth Murray","8469528","74"
"Michael Garnett","8469529","38"
"Jay Harrison","8469531","48"
"Aaron Johnson","8469534","40"
"Drew Fata","8469535","75"
"Stephane Veilleux","8469542","81"
"Evgeny Artyukhin","8469543","73"
"Patrick Sharp","8469544","61"
"Danny Bois","8469546","66"
"Jordin Tootoo","8469547","72"
"Ray Emery","8469548","36"
"Timo Parssinen","8469551","31"
"Tony Virta","8469552","50"
"Christian Ehrhoff","8469555","77"
"Dimitri Patzold","8469556","35"
"Tomi Maki","8469557","57"
"Martti Jarventie","8469558","17"
"Bryce Lampman","8469561","9"
"Richard Petiot","8469564","57"
"Tomas Surovy","8469568","38"
"Drew MacIntyre","8469569","55"
"Christoph Schubert","8469575","54"
"Kyle Wellwood","8469581","74"
"Colin Stuart","8469582","79"
"Joel Perrault","8469584","53"
"Tomas Plihal","8469587","64"
"Cole Jarrett","8469588","47"
"Cody McCormick","8469591","55"
"Jussi Timonen","8469593","24"
"Kevin Bieksa","8469598","72"
"Mike Smith","8469608","41"
"Andreas Salomonsson","8469610","44"
"Andy Chiodo","8469613","26"
"Maxim Kondratiev","8469615","42"
"Dennis Seidenberg","8469619","70"
"Ryane Clowe","8469622","71"
"Marek Zidlicky","8469623","83"
"Andrew Alberts","8469626","79"
"Tom Cavanagh","8469629","68"
"Jussi Jokinen","8469638","71"
"Brooks Laich","8469639","82"
"Derek Boogaard","8469647","51"
"Jordan Sigalet","8469653","4"
"Jason King","8469656","37"
"Cristobal Huet","8469658","41"
"David Moss","8469664","81"
"Johnny Oduya","8469665","87"
"Brandon Bochenski","8469666","76"
"Tony Martensson","8469667","64"
"David Printz","8469668","52"
"Marek Svatos","8469670","69"
"Aaron Voros","8469672","54"
"Martin Gerber","8469675","46"
"Ryan Hollweg","8469681","53"
"Milan Jurcina","8469684","79"
"Andrew Murray","8469685","67"
"Tomas Mojzis","8469689","50"
"Kari Haakana","8469691","18"
"Petr Cajanek","8469696","60"
"Dmitri Bykov","8469701","54"
"Pierre-Alexandre Parenteau","8469707","74"
"Ivan Majesky","8469710","45"
"Mikko Lehtonen","8469714","48"
"Ales Pisa","8469715","51"
"Shay Stephenson","8469720","50"
"Toni Dahlman","8469728","26"
"Joey MacDonald","8469732","49"
"Cam Paddock","8469733","76"
"Robert McVicar","8469750","1"
"Pascal Pelletier","8469752","78"
"Brandon Segal","8469755","71"
"Vernon Fiddler","8469759","78"
"Zbynek Michalek","8469760","82"
"Marc-Andre Bergeron","8469765","72"
"Dennis Wideman","8469770","79"
"Keith Aucoin","8469779","82"
"Karl Stewart","8469786","72"
"Kevin Dallman","8469795","53"
"Maxime Fortunus","8469798","58"
"Gregory Jacina","8469805","26"
"Jonathan Ferland","8469807","53"
"Chad LaRose","8469812","81"
"Zenon Konopka","8469820","77"
"Josh Gratton","8469844","40"
"Carl Corazzini","8469847","80"
"Thomas Pock","8469919","59"
"Graham Mink","8469920","70"
"Sheldon Brookbank","8469992","44"
"Rob Collins","8469994","46"
"Mark Hartigan","8469997","55"
"Mike Bishai","8469999","18"
"Jeff Giuliano","8470001","46"
"Jeff Hoggan","8470004","64"
"Mark Cullen","8470005","56"
"Matt Ellis","8470018","57"
"Wade Skolney","8470023","46"
"Lasse Pirjeta","8470030","7"
"Tomas Fleischmann","8470039","73"
"Rick Nash","8470041","78"
"Valtteri Filppula","8470047","80"
"Keith Ballard","8470054","91"
"Petr Kanko","8470055","38"
"Staffan Kronwall","8470058","62"
"Derek Meech","8470061","41"
"Tyler Weiman","8470062","44"
"Adam Burish","8470063","66"
"Steven Goertzen","8470064","73"
"Ryan Craig","8470065","54"
"Petr Prucha","8470072","47"
"Jeff Deslauriers","8470074","15"
"Jason Ryznar","8470075","77"
"Darren Reid","8470076","38"
"Hannu Toivonen","8470084","52"
"Paul Ranger","8470085","42"
"Joe Callahan","8470086","74"
"Matt Jones","8470088","58"
"Fredrik Norrena","8470090","19"
"Mike McKenna","8470093","39"
"Tim Conboy","8470101","67"
"Tom Gilbert","8470104","82"
"Scottie Upshall","8470105","82"
"Trevor Daley","8470110","75"
"John Zeiler","8470113","29"
"Brett Skinner","8470119","72"
"Alexander Semin","8470120","62"
"Matt Greene","8470121","82"
"Cam Janssen","8470123","56"
"Dwight Helminen","8470131","77"
"Jakub Klepis","8470134","62"
"Nathan Oystrick","8470136","53"
"Joni Pitkanen","8470137","71"
"Kari Lehtonen","8470140","46"
"Frans Nielsen","8470144","59"
"Curtis McElhinney","8470147","14"
"Jonas Johansson","8470150","50"
"Jay Bouwmeester","8470151","82"
"Joakim Lindstrom","8470152","68"
"Pierre-Marc Bouchard","8470153","71"
"Joey Crabb","8470156","71"
"Boyd Gordon","8470159","63"
"Matt Stajan","8470162","76"
"Matt Foy","8470165","4"
"Gregory Campbell","8470169","77"
"Ole-Kristian Tollefsen","8470170","19"
"Maxime Talbot","8470171","75"
"Christoph Brandner","8470172","47"
"Sean Bergenheim","8470176","59"
"Eric Nystrom","8470180","76"
"Jaroslav Balastik","8470185","52"
"Johnny Boychuk","8470187","79"
"David Van Der Gulik","8470189","79"
"Steve Eminger","8470192","71"
"Barry Tallackson","8470199","60"
"Jiri Hudler","8470201","82"
"Greg Mauldin","8470203","80"
"Joffrey Lupul","8470207","79"
"Joey Mormina","8470208","70"
"Josh Harding","8470216","19"
"James Wisniewski","8470222","50"
"Yan Stastny","8470223","64"
"Ilkka Pikkarainen","8470225","54"
"Daniel Paille","8470230","73"
"Kris Newbury","8470232","34"
"Matt Ellison","8470244","55"
"Mikko Luoma","8470247","54"
"Petr Taticek","8470248","50"
"Alexander Steen","8470257","81"
"David Leneveu","8470263","46"
"Barry Brust","8470264","28"
"Anton Babchuk","8470265","72"
"Tobias Stephan","8470266","15"
"Alexei Kaigorodov","8470267","56"
"Denis Grebeshkov","8470268","81"
"Ian White","8470273","76"
"Chris Higgins","8470274","63"
"Ben Eager","8470280","75"
"Duncan Keith","8470281","77"
"Jarkko Immonen","8470282","65"
"Tim Brent","8470283","66"
"Jim Slater","8470289","60"
"DJ King","8470294","1"
"Connor James","8470295","77"
"Erik Christensen","8470299","64"
"Andre Deveaux","8470301","59"
"Patrick Dwyer","8470302","75"
"Tom Koivisto","8470303","43"
"Rob Globke","8470305","28"
"Ryan Whitney","8470309","49"
"Aaron Rome","8470310","56"
"Nate Guenin","8470317","63"
"Jonathan Ericsson","8470318","59"
"Cam Ward","8470320","68"
"Patrick Rissmiller","8470321","66"
"Josh Gorges","8470324","81"
"Chris Campoli","8470329","76"
"Mike Glumac","8470330","66"
"Alexander Brooks","8470335","50"
"Carsen Germyn","8470336","75"
"Jesse Schultz","8470343","76"
"Richie Regehr","8470346","43"
"Alexandre Burrows","8470358","82"
"Martin St Pierre","8470366","75"
"Charles Linglet","8470370","58"
"Jeff Hamilton","8470373","65"
"Patrick Thoresen","8470375","57"
"Andre Benoit","8470378","64"
"Chris Minard","8470383","74"
"Nathan Robinson","8470418","48"
"Yutaka Fukufuji","8470534","35"
"Chris Kunitz","8470543","82"
"Peter Sejna","8470549","41"
"Joseph Motzko","8470564","79"
"Grant Stevenson","8470574","59"
"Tom Preissing","8470575","36"
"Freddy Meyer","8470578","27"
"Jed Ortmeyer","8470580","57"
"Wade Dubielewicz","8470584","24"
"Marc-Andre Fleury","8470594","62"
"Eric Staal","8470595","82"
"Nathan Horton","8470596","67"
"Nikolay Zherdev","8470597","85"
"Thomas Vanek","8470598","73"
"Milan Michalek","8470599","80"
"Ryan Suter","8470600","91"
"Braydon Coburn","8470601","85"
"Dion Phaneuf","8470602","80"
"Andrei Kostitsyn","8470603","74"
"Jeff Carter","8470604","82"
"Hugh Jessiman","8470605","69"
"Dustin Brown","8470606","89"
"Brent Seabrook","8470607","82"
"Robert Nilsson","8470608","64"
"Steve Bernier","8470609","81"
"Zach Parise","8470610","82"
"Eric Fehr","8470611","61"
"Ryan Getzlaf","8470612","81"
"Brent Burns","8470613","59"
"Mark Stuart","8470614","82"
"Marc-Antoine Pouliot","8470615","63"
"Ryan Kesler","8470616","82"
"Mike Richards","8470617","79"
"Anthony Stewart","8470618","59"
"Brian Boyle","8470619","70"
"Jeff Tambellini","8470620","71"
"Corey Perry","8470621","78"
"Patrick Eaves","8470622","74"
"Shawn Belle","8470623","60"
"Danny Richmond","8470624","73"
"Ryan Stone","8470625","79"
"Loui Eriksson","8470626","91"
"Vojtech Polak","8470629","45"
"Kevin Klein","8470630","63"
"Kamil Kreps","8470631","66"
"Tim Ramholt","8470632","66"
"Matt Smaby","8470634","68"
"Petr Vrana","8470635","30"
"Josh Hennessy","8470636","60"
"Konstantin Pushkarev","8470637","30"
"Patrice Bergeron","8470638","64"
"Dan Fritsche","8470639","50"
"Matthew Carle","8470640","76"
"Shea Weber","8470642","90"
"Ivan Baranka","8470643","53"
"Colin McDonald","8470644","80"
"Corey Crawford","8470645","47"
"B.J. Crombeen","8470647","81"
"Stefan Meyer","8470648","65"
"Patrick O'Sullivan","8470649","90"
"Jeremy Colliton","8470651","62"
"Michal Barinka","8470652","52"
"Maxim Lapierre","8470654","79"
"David Backes","8470655","91"
"David Liffiton","8470656","25"
"Jimmy Howard","8470657","46"
"Masi Marjamaki","8470659","43"
"Jean-Francois Jacques","8470661","15"
"Colin Fraser","8470662","81"
"Jonathan Filewich","8470663","68"
"Daniel Carcillo","8470666","74"
"Clarke MacArthur","8470667","71"
"Danny Irmen","8470671","69"
"Ryan O'Byrne","8470672","55"
"Stefan Ruzicka","8470674","61"
"Alexandre Picard","8470678","47"
"Ryan Potulny","8470680","78"
"Zack Fitzgerald","8470681","56"
"Alexander Sulzer","8470685","50"
"Zack Stortini","8470687","52"
"Philippe Dupuis","8470697","75"
"Martin Lojek","8470698","50"
"Jan Hejda","8470699","82"
"Byron Bitz","8470700","72"
"Jamie Tardif","8470704","55"
"Corey Locke","8470705","77"
"Guillaume Desbiens","8470708","78"
"Paul Bissonnette","8470713","72"
"Corey Potter","8470714","72"
"Alexandre Bolduc","8470719","70"
"Kyle Quincey","8470724","72"
"Tyson Strachan","8470729","59"
"Greg Moore","8470735","71"
"Brett Sterling","8470737","58"
"Lee Stempniak","8470740","84"
"Nigel Dawes","8470741","64"
"Lasse Kukkonen","8470743","54"
"Brady Murray","8470744","36"
"John Mitchell","8470750","76"
"Chris Beckford-Tseu","8470751","34"
"Brad Richardson","8470755","34"
"Marc Methot","8470760","66"
"Esa Pirnes","8470766","51"
"Chris Holt","8470772","26"
"Bruno Gervais","8470774","69"
"Nate Thompson","8470775","43"
"Francis Wathier","8470777","77"
"Drew Miller","8470778","80"
"Mark Flood","8470780","76"
"Doug O'Brien","8470784","68"
"Drew Bagnall","8470787","79"
"Joe Pavelski","8470794","85"
"Dylan Reese","8470798","75"
"Mike Brodeur","8470800","46"
"Kyle Brodziak","8470803","79"
"Mathieu Roy","8470804","59"
"Jeremy Williams","8470809","57"
"Gerald Coleman","8470813","47"
"Jay Rosehill","8470816","70"
"Matt Zaba","8470820","41"
"Joe Jensen","8470821","32"
"Toby Enstrom","8470828","84"
"Dustin Byfuglien","8470834","77"
"Andrew Joudrey","8470838","69"
"Shane O'Brien","8470839","77"
"Nathan McIver","8470843","46"
"Joey Tenute","8470850","56"
"Matt Moulson","8470852","61"
"Tanner Glass","8470854","47"
"Jaroslav Halak","8470860","38"
"Troy Bodie","8470867","75"
"Chris Porter","8470871","80"
"Nick Tarnasky","8470876","45"
"David Jones","8470877","40"
"Brian Elliott","8470880","61"
"Geoff Platt","8470882","58"
"Clayton Stoner","8470886","63"
"Steve MacIntyre","8470896","22"
"Triston Grant","8470899","55"
"Randy Jones","8470905","49"
"David Clarkson","8470920","82"
"Patrick Coulombe","8470935","56"
"Kevin Doell","8470937","37"
"Mark Giordano","8470966","58"
"Drew Larman","8470970","61"
"Darryl Boyce","8470986","73"
"Bryan Rodney","8470988","66"
"Danny Syvret","8470996","78"
"Aaron MacKenzie","8471004","57"
"Garrett Stafford","8471011","73"
"Curtis Glencross","8471185","74"
"Yann Danis","8471186","41"
"Brett Lebda","8471187","65"
"Andy Wozniewski","8471188","75"
"Prestin Ryan","8471200","16"
"Junior Lessard","8471206","62"
"Dustin Penner","8471208","78"
"Alex Ovechkin","8471214","79"
"Evgeni Malkin","8471215","82"
"Cam Barker","8471216","75"
"Andrew Ladd","8471217","82"
"Blake Wheeler","8471218","81"
"Al Montoya","8471219","35"
"Rostislav Olesz","8471220","44"
"Alexandre Picard","8471221","64"
"Ladislav Smid","8471222","60"
"Boris Valabik","8471223","67"
"Lauri Tukonen","8471224","35"
"Drew Stafford","8471226","88"
"Devan Dubnyk","8471227","62"
"Alexander Radulov","8471228","61"
"Petteri Nokelainen","8471229","50"
"Marek Schwarz","8471230","40"
"Kyle Chipchura","8471231","64"
"Lauri Korpikoski","8471232","72"
"Travis Zajac","8471233","87"
"Wojtek Wolski","8471234","78"
"Lukas Kaspar","8471235","78"
"Andrej Meszaros","8471236","52"
"Kris Chucko","8471237","76"
"Rob Schremp","8471238","73"
"Cory Schneider","8471239","48"
"Jeff Schultz","8471240","64"
"Mark Fistric","8471241","71"
"Mike Green","8471242","68"
"Dave Bolland","8471245","81"
"Chris Bourque","8471246","77"
"Justin Peters","8471251","56"
"Grant Lewis","8471253","55"
"Bryan Bickell","8471254","42"
"Michael Funk","8471256","13"
"Adam Pineault","8471259","70"
"Blake Comeau","8471260","72"
"Dane Byers","8471261","9"
"Carl Soderberg","8471262","45"
"Enver Lisin","8471263","58"
"Raymond Sawada","8471265","57"
"David Booth","8471266","72"
"Nicklas Grossmann","8471269","90"
"Brandon Dubinsky","8471273","82"
"Alex Goligoski","8471274","71"
"David Krejci","8471276","82"
"Martins Karsums","8471277","67"
"Sami Lepisto","8471279","77"
"Nick Johnson","8471280","74"
"Adam Berti","8471281","78"
"Casey Borer","8471282","54"
"Brandon Prust","8471283","36"
"Andrej Sekera","8471284","75"
"Scott Lehman","8471288","51"
"Peter Olvecky","8471290","77"
"Alexei Emelin","8471296","51"
"Peter Regin","8471299","73"
"Justin Pogge","8471302","60"
"Alexander Edler","8471303","80"
"Daniel Lacosta","8471305","48"
"Thomas Greiss","8471306","57"
"Johan Franzen","8471309","71"
"Dustin Boyd","8471310","76"
"Tyler Kennedy","8471311","67"
"JT Wyman","8471312","67"
"Mike Lundin","8471314","76"
"Brett Carson","8471321","74"
"Ryan Jones","8471323","71"
"Liam Reddox","8471324","60"
"Patrick Bordeleau","8471326","63"
"Wes O'Neill","8471327","63"
"Kevin Porter","8471331","76"
"Alexander Nikulin","8471334","70"
"David Laliberte","8471336","70"
"Torrey Mitchell","8471338","2"
"Ryan Callahan","8471339","81"
"Kris Versteeg","8471346","78"
"Nikita Nikitin","8471348","53"
"Jake Dowell","8471352","76"
"Bryan Young","8471358","63"
"Janne Niskala","8471359","45"
"Steve Regier","8471360","81"
"Mikhail Grabovski","8471362","78"
"Steven Zalewski","8471365","75"
"Roman Wick","8471368","51"
"Mike Brown","8471371","48"
"Ben Walter","8471372","69"
"Adam Pardy","8471385","60"
"Scott Parse","8471386","74"
"Patrick Kaleta","8471388","51"
"Mike Santorelli","8471390","77"
"Roman Polak","8471392","76"
"Derek Peltier","8471396","74"
"Robbie Earl","8471399","69"
"Lennart Petrell","8471402","43"
"Karri Ramo","8471403","51"
"Petri Kontiola","8471408","81"
"Andrew Gordon","8471409","81"
"Chad Kolarik","8471411","76"
"Mike Vernace","8471413","77"
"Anton Khudobin","8471418","43"
"Mark Mancari","8471419","80"
"Troy Brouwer","8471426","74"
"Pierre-Luc Letourneau-Leblond","8471428","68"
"Tyler Eckford","8471429","72"
"Daniel Taylor","8471433","15"
"Matt Hunwick","8471436","56"
"Martin Houle","8471444","17"
"Brandon Yip","8471450","45"
"Aaron Gagnon","8471451","61"
"Mike Card","8471452","19"
"Gregory Stewart","8471457","71"
"Pekka Rinne","8471469","58"
"Travis Morin","8471474","72"
"Daniel Winnik","8471476","54"
"Jakub Petruzalek","8471477","79"
"Janne Pesonen","8471480","77"
"Grant Clitsome","8471482","73"
"Kyle Wilson","8471483","80"
"Adam Cracknell","8471490","79"
"Jannik Hansen","8471498","57"
"Rene Bourque","8471504","58"
"Olivier Magnan","8471508","76"
"Rich Peverley","8471514","66"
"Riley Armstrong","8471516","73"
"Brad Staubitz","8471521","73"
"Matt Ryan","8471524","25"
"Rick Rypien","8471628","12"
"Ryan Shannon","8471634","89"
"Tim Sestito","8471636","52"
"Mike Iggulden","8471641","83"
"Cody McLeod","8471657","79"
"Mike Blunden","8471663","76"
"Mason Raymond","8471664","72"
"Mattias Ritola","8471668","66"
"Paul Stastny","8471669","45"
"Guillaume Latendresse","8471670","56"
"Dustin Kohn","8471671","58"
"Sidney Crosby","8471675","77"
"Bobby Ryan","8471676","78"
"Jack Johnson","8471677","50"
"Benoit Pouliot","8471678","67"
"Carey Price","8471679","52"
"Gilbert Brule","8471680","50"
"Jack Skille","8471681","66"
"Devin Setoguchi","8471682","81"
"Brian Lee","8471683","80"
"Anze Kopitar","8471685","82"
"Marc Staal","8471686","82"
"Ryan O'Marra","8471689","62"
"Martin Hanzal","8471691","74"
"Ryan Parent","8471692","46"
"Jakub Kindl","8471693","78"
"Kenndal McArdle","8471694","61"
"Tuukka Rask","8471695","58"
"Matt Lashoff","8471696","63"
"Niclas Bergfors","8471697","74"
"T.J. Oshie","8471698","66"
"Andrew Cogliano","8471699","82"
"Matt Pelech","8471700","64"
"Joe Finley","8471701","28"
"Matt Niskanen","8471702","89"
"Steve Downie","8471703","56"
"Vladimir Mihalik","8471704","72"
"Brendan Mikkelson","8471705","65"
"James Neal","8471707","85"
"Ryan Stoa","8471708","36"
"Marc-Edouard Vlasic","8471709","87"
"Taylor Chorney","8471710","70"
"Scott Jackson","8471711","37"
"Jeff Frazee","8471712","63"
"Petr Kalus","8471713","19"
"Michael Sauer","8471714","67"
"Ondrej Pavelec","8471715","52"
"Justin Abdelkader","8471716","78"
"Adam McQuaid","8471717","78"
"Marc-Andre Cliche","8471718","31"
"Matt Kassian","8471719","56"
"Kris Letang","8471724","74"
"Brodie Dupont","8471728","79"
"Kris Russell","8471729","80"
"Evan Brophey","8471730","79"
"Rich Clune","8471733","35"
"Jonathan Quick","8471734","58"
"Keith Yandle","8471735","69"
"Radek Smolenak","8471736","77"
"Perttu Lindgren","8471738","49"
"Teemu Laakso","8471741","42"
"Cody Franson","8471742","76"
"Vladimir Sobotka","8471743","69"
"Phil Oreskovic","8471746","75"
"Mikko Lehtonen","8471747","73"
"Mark Fraser","8471748","74"
"Ben Bishop","8471750","39"
"Marc-Andre Gragnani","8471752","80"
"T.J. Hensick","8471753","73"
"Oskars Bartulis","8471756","80"
"Cody Bass","8471760","30"
"Chris Butler","8471761","74"
"Chris VandeVelde","8471762","43"
"Ilya Zubov","8471763","73"
"Patrick Davis","8471764","75"
"Jonathan Sigalet","8471765","19"
"Jared Boll","8471766","75"
"Blair Jones","8471767","80"
"Tom Pyatt","8471768","73"
"Niklas Hjalmarsson","8471769","73"
"Alex Stalock","8471774","42"
"Jordan Lavallee-Smotherman","8471778","66"
"Jeremy Duchesne","8471781","18"
"Ray Macias","8471786","50"
"Tomas Popperle","8471793","41"
"Darren Helm","8471794","71"
"Brian Salcido","8471803","78"
"Nathan Gerbe","8471804","67"
"Tom Wandell","8471807","65"
"Derek Joslin","8471810","75"
"Cal O'Reilly","8471811","78"
"Mark Fayne","8471816","33"
"Ryan Reaves","8471817","57"
"Matt Keetley","8471819","40"
"Matt Watkins","8471821","41"
"Brian Foster","8471822","35"
"Justin Mercier","8471829","40"
"Nick Drazenovic","8471832","76"
"Brett Sutter","8471840","75"
"Tim Kennedy","8471842","74"
"Kris Fredheim","8471846","32"
"Andrey Zubarev","8471848","35"
"Matt D'Agostini","8471851","73"
"Nicolas Blanchard","8471853","55"
"Joe Vitale","8471856","45"
"Sergei Kostitsyn","8471859","72"
"Colin Greening","8471862","36"
"Mario Bliznak","8471863","64"
"Ryan Russell","8471868","79"
"Anton Stralman","8471873","81"
"Kyle Cumiskey","8471879","34"
"Chad Rau","8471885","38"
"Patric Hornqvist","8471887","77"
"Shaun Heshka","8471895","77"
"David Brine","8471906","79"
"Sebastien Bisaillon","8471911","58"
"Kevin Henderson","8471912","28"
"Vitaly Kolesnik","8471915","30"
"Mike Angelidis","8471916","67"
"Mike Duco","8471941","68"
"Andrew Desjardins","8471956","79"
"Dan Girardi","8471958","82"
"Ryan Keller","8471972","54"
"David Desharnais","8471976","77"
"Brett Festerling","8471978","74"
"Bracken Kearns","8471996","53"
"Kurtis McLean","8472008","66"
"Ryan Vesce","8472215","77"
"Jared Ross","8472248","74"
"Clay Wilson","8472262","77"
"Chris Durno","8472263","78"
"Alex Foster","8472334","80"
"Jaime Sifers","8472338","66"
"Rod Pelley","8472355","75"
"Bill Thomas","8472361","55"
"Bobby Robins","8472365","43"
"Chris Conner","8472368","68"
"Jordan Hendry","8472370","62"
"Jamie Hunt","8472375","50"
"Tim Stapleton","8472379","74"
"Andy Greene","8472382","49"
"Peter Harrold","8472394","72"
"Stephen Gionta","8472410","52"
"Patrick Fischer","8472418","50"
"Ryan Hamilton","8472424","65"
"Ville Koistinen","8473385","42"
"Niklas Backstrom","8473404","71"
"Per Ledin","8473407","61"
"Bryan Little","8473412","79"
"Leland Irving","8473414","47"
"Michael Caruso","8473416","73"
"Brad Marchand","8473419","79"
"Nick Foligno","8473422","90"
"Mike Weber","8473426","49"
"Derek Dorsett","8473432","59"
"Kevin Quick","8473433","73"
"Chad Johnson","8473434","35"
"Mathieu Carle","8473438","59"
"Jon Matsumoto","8473444","78"
"Kyle Okposo","8473449","74"
"Trevor Lewis","8473453","81"
"Rhett Rakhshani","8473456","38"
"Arturs Kulda","8473459","57"
"Steve Mason","8473461","64"
"Leo Komarov","8473463","61"
"Jamie McGinn","8473465","82"
"Ryan White","8473466","80"
"Eric Gryba","8473468","45"
"Milan Lucic","8473473","72"
"Riku Helenius","8473474","37"
"Jiri Tlusty","8473482","80"
"Kaspars Daugavins","8473484","53"
"Chris Stewart","8473485","72"
"Sergei Shirokov","8473488","56"
"Tomas Kana","8473491","48"
"Matt Beleskey","8473492","60"
"Ben Maxwell","8473493","80"
"Petteri Wirtanen","8473494","78"
"Oskar Osala","8473496","77"
"Reto Berra","8473499","16"
"Ty Wishart","8473501","66"
"James Reimer","8473503","31"
"Cal Clutterbuck","8473504","80"
"Peter LeBlanc","8473505","38"
"Jeff Petry","8473507","38"
"Jonas Junland","8473510","71"
"David McIntyre","8473511","37"
"Claude Giroux","8473512","75"
"Jesse Joensuu","8473514","78"
"Jhonas Enroth","8473523","58"
"Theo Peckham","8473525","62"
"Peter Mueller","8473526","72"
"Mark Dekanich","8473532","30"
"Jordan Staal","8473533","82"
"Patrik Berglund","8473534","83"
"James Sheppard","8473536","82"
"Viktor Stalberg","8473537","39"
"Carl Sneep","8473539","33"
"Jonathan Bernier","8473541","54"
"Tom Sestito","8473542","52"
"Derick Brassard","8473544","31"
"Michael Grabner","8473546","69"
"Phil Kessel","8473548","70"
"Andrew Bodnarchuk","8473550","62"
"Jeff Zatkoff","8473553","40"
"Cory Emmerton","8473558","69"
"Korbinian Holzer","8473560","38"
"John McCarthy","8473562","45"
"Nicklas Backstrom","8473563","82"
"Michael Frolik","8473564","79"
"Brian Strait","8473565","38"
"Andreas Nodl","8473568","77"
"Jan Mursak","8473569","51"
"Jamie McBain","8473571","50"
"Artem Anisimov","8473573","81"
"Shawn Matthias","8473574","77"
"Semyon Varlamov","8473575","33"
"Nikolay Kulemin","8473579","78"
"Matthew Corrente","8473580","67"
"Ivan Vishnevskiy","8473582","70"
"Andrew MacDonald","8473584","72"
"Erik Condra","8473588","40"
"Chris Summers","8473589","41"
"Vladimir Zharkov","8473592","69"
"Benn Ferriero","8473600","37"
"Jonathan Toews","8473604","82"
"Alexander Vasyunov","8473605","71"
"Michal Neuvirth","8473607","35"
"Blake Geoffrion","8473608","35"
"Bobby Sanguinetti","8473610","78"
"Shane Sims","8473611","42"
"Richard Bachman","8473614","35"
"Jonathan Rheault","8473616","75"
"Mathieu Perreault","8473618","77"
"Josh Tordjman","8473632","53"
"Denis Tolpeko","8473635","42"
"Cedrick Desjardins","8473638","30"
"Gabe Gauthier","8473644","69"
"Ryan Carter","8473646","48"
"Fr̩d̩ric St-Denis","8473647","48"
"Victor Bartley","8473658","82"
"David Schlemko","8473673","71"
"Andrew Ebbett","8473682","76"
"Trevor Frischmon","8473687","80"
"Ryan Wilson","8473700","68"
"Frazer McLaren","8473712","75"
"John Scott","8473722","64"
"Tim Wallace","8473734","74"
"Jamie Fraser","8473827","67"
"Greg Rallo","8473867","55"
"Paul Szczechura","8473898","64"
"Kyle Greentree","8473904","81"
"Sean Bentivoglio","8473905","79"
"Kevin Westgarth","8473908","74"
"Steven Pinizzotto","8473911","56"
"Sean Collins","8473913","54"
"Mark Letestu","8473914","73"
"Steve Wagner","8473916","69"
"Joe Piskula","8473921","67"
"Darcy Campbell","8473923","74"
"Cory Murphy","8473924","37"
"Brad Mills","8473927","75"
"Lee Sweatt","8473931","52"
"Darroll Powe","8473932","68"
"Ben Lovejoy","8473933","78"
"Trevor Smith","8473942","83"
"Matt Anderson","8473944","66"
"Derek Smith","8473953","75"
"Teddy Purcell","8473962","78"
"Rob Klinkhammer","8473970","76"
"Jonas Hiller","8473972","46"
"Antti Pihlstrom","8473973","68"
"Erik Ersberg","8473975","28"
"Jaroslav Hlinka","8473979","61"
"Magnus Johansson","8473981","62"
"Alex Killorn","8473986","30"
"Luke Gazdic","8473989","65"
"Karl Alzner","8473991","78"
"Justin Falk","8473992","65"
"Jamie Benn","8473994","62"
"Luca Caputi","8473997","74"
"Nick Palmieri","8473999","61"
