"Jeff Cowan","8462419","71"
"Jody Shelley","8462535","70"
"Ryan Tobler","8462633","64"
"Glen Metropolit","8462823","76"
"Robert Dome","8462843","45"
"Ã‰ric Landry","8463019","42"
"Shawn Heins","8463125","47"
"Bryan Muir","8463638","37"
"Chris Phillips","8464956","91"
"J-P Dumont","8464957","82"
"Richard Jackman","8464959","29"
"Boyd Devereaux","8464960","68"
"Ruslan Salei","8464962","70"
"Lance Ward","8464963","41"
"Josh Holden","8464965","49"
"Derek Morris","8464966","75"
"Marty Reasoner","8464967","79"
"Erik Rasmussen","8464968","37"
"Matt Higgins","8464971","32"
"Daniel Briere","8464975","29"
"Dainius Zubrus","8464977","82"
"Marco Sturm","8464979","19"
"Peter Ratchuk","8464980","47"
"Cory Sarich","8464981","76"
"Pavel Skrbek","8464982","55"
"Dan Lacouture","8464983","35"
"Josh Green","8464984","39"
"Matt Cullen","8464989","69"
"Marek Posmyk","8464990","35"
"Travis Brigley","8464993","50"
"Steve Begin","8464994","62"
"Jan Bulis","8464998","35"
"Mathieu Garon","8464999","19"
"Yuri Babenko","8465002","51"
"Pierre Dagenais","8465003","40"
"Colin White","8465005","71"
"Zdeno Chara","8465009","80"
"Tom Poti","8465012","52"
"Oleg Kvasha","8465018","52"
"Jon Sim","8465024","67"
"Arron Asham","8465025","78"
"Mark Parrish","8465026","47"
"Boyd Kane","8465028","59"
"Antti Jussi Niemi","8465034","37"
"Craig MacDonald","8465041","78"
"Toni Lydman","8465042","80"
"Josef Boumedienne","8465044","36"
"Eric Belanger","8465050","79"
"Trent Whitfield","8465056","72"
"Michal Rozsival","8465058","76"
"Matt Bradley","8465059","81"
"Ryan Christie","8465066","23"
"Jesse Boulerice","8465067","43"
"Alexei Tezikov","8465071","36"
"Andreas Dackell","8465090","55"
"Robert Esche","8465093","46"
"Brian Willsie","8465113","54"
"Brett Clark","8465122","76"
"Steve Valiquette","8465161","15"
"Craig Adams","8465166","45"
"Joel Kwiatkowski","8465168","57"
"Fernando Pisani","8465170","38"
"Dan Hinote","8465175","51"
"Andrei Podkonicky","8465178","51"
"Daniel Corso","8465179","41"
"Ronald Petrovicky","8465180","30"
"Willie Mitchell","8465185","82"
"Trevor Letowski","8465189","37"
"Samuel Pahlsson","8465192","65"
"Tomas Kaberle","8465200","57"
"Sami Salo","8465202","60"
"Pavel Kubina","8465210","82"
"Eric Meloche","8465220","49"
"Ivan Ciernik","8465230","50"
"Andrei Zyuzin","8465250","36"
"Richard Lintner","8465252","35"
"Marcus Nilson","8465253","45"
"Francis Bouillon","8465914","54"
"Matt Cooke","8465951","76"
"Brett McLean","8465968","80"
"Herbert Vasiljevs","8465975","62"
"Sergei Varlamov","8465977","33"
"Shawn Thornton","8465978","79"
"Aaron Downey","8465992","69"
"Sergei Samsonov","8466035","81"
"Jean-Guy Trudel","8466039","42"
"Mike Johnson","8466109","28"
"Randy Robitaille","8466110","30"
"Andrei Bashkirov","8466130","26"
"Joe Thornton","8466138","82"
"Patrick Marleau","8466139","76"
"Olli Jokinen","8466140","76"
"Roberto Luongo","8466141","54"
"Eric Brewer","8466142","28"
"Daniel Tkaczuk","8466143","37"
"Paul Mara","8466144","76"
"Nick Boynton","8466145","68"
"Jason Ward","8466147","22"
"Marian Hossa","8466148","74"
"Daniel Cleary","8466149","74"
"Michel Riesen","8466150","50"
"Michael Holmqvist","8466153","53"
"Mika Noronen","8466156","17"
"Scott Hannan","8466158","81"
"Brenden Morrow","8466160","18"
"Ben Clymer","8466162","49"
"Scott Barney","8466164","51"
"Jean-Marc Pelletier","8466165","52"
"Jean-Francois Fortin","8466170","37"
"Stanislav Gron","8466173","52"
"Jeremy Reich","8466174","76"
"Kristian Huselius","8466181","82"
"Henrik Tallinder","8466182","66"
"Yuri Butsayev","8466183","54"
"Pat Kavanagh","8466184","49"
"Rick Berry","8466189","47"
"Matt Elich","8466195","44"
"Lee Goren","8466197","46"
"Josh Langfeld","8466200","45"
"Maxim Afinogenov","8466202","48"
"Josef Melichar","8466203","65"
"Nick Smith","8466206","26"
"Petr Sykora","8466208","49"
"Steve Gainey","8466209","33"
"Ville Nieminen","8466210","55"
"Robert Schnabel","8466211","55"
"Francis Lessard","8466212","59"
"Joe Corvo","8466215","81"
"Adam Mair","8466216","75"
"Ivan Novoseltsev","8466225","29"
"Ryan Ready","8466230","48"
"Quintin Laing","8466232","56"
"Jame Pollock","8466236","44"
"Benjamin Simon","8466240","51"
"Jason Chimera","8466251","49"
"Kyle Calder","8466260","74"
"Jiri Bicek","8466261","56"
"Mike York","8466266","76"
"Peter Sarno","8466271","38"
"Andrei Skopintsev","8466282","55"
"Brian Campbell","8466285","82"
"Sascha Goc","8466288","48"
"David Aebischer","8466290","49"
"Todd Fedoruk","8466292","72"
"Ben Guite","8466300","50"
"Johan Holmqvist","8466303","51"
"Ladislav Nagy","8466304","51"
"Mike Mottau","8466309","80"
"Antti Laaksonen","8466316","51"
"Cam Severson","8466317","53"
"Niklas Nordgren","8466320","49"
"Andrew Ference","8466333","47"
"Kamil Piros","8466336","48"
"Scott Clemmensen","8466339","52"
"Jonathan Hedstrom","8466345","42"
"Kent McDonell","8466349","55"
"Karel Rachunek","8466353","57"
"Wyatt Smith","8466357","71"
"John Madden","8466371","76"
"Martin St. Louis","8466378","91"
"Derrick Walser","8466381","51"
"Todd White","8466392","82"
"Pascal Dupuis","8466393","71"
"Brad Moran","8466394","55"
"Tom Kostopoulos","8466398","78"
"Eric Perrin","8466399","78"
"Greg Leeb","8466403","30"
"Serge Payer","8466421","44"
"Brad Leeb","8466431","50"
"Martin Sonnenberg","8466436","38"
"Lubos Bartecko","8466437","63"
"Radoslav Suchy","8466443","48"
"Blake Sloan","8466971","50"
"Dan Boyle","8467096","77"
"Pete Vandermeer","8467137","80"
"Andy Sutton","8467304","23"
"Mark Mowers","8467323","23"
"Andre Savage","8467325","51"
"Vincent Lecavalier","8467329","77"
"David Legwand","8467330","73"
"Brad Stuart","8467331","67"
"Bryan Allen","8467332","2"
"Rico Fata","8467333","52"
"Manny Malhotra","8467334","77"
"Mark Bell","8467335","74"
"Mike Rupp","8467336","72"
"Jeff Heerema","8467337","48"
"Alex Tanguay","8467338","50"
"Patrick Desrochers","8467340","44"
"Eric Chouinard","8467342","41"
"Martin Skoula","8467343","81"
"Robyn Regehr","8467344","75"
"Mathieu Biron","8467345","49"
"Simon Gagne","8467346","79"
"Milan Kraft","8467347","21"
"Christian Backman","8467348","56"
"Mike Van Ryn","8467350","27"
"Scott Gomez","8467351","77"
"Vitaly Vishnevski","8467352","62"
"Nik Antropov","8467353","81"
"Dmitri Kalinin","8467354","82"
"Andrew Peters","8467355","28"
"Ramzi Abid","8467356","33"
"Jonathan Cheechoo","8467357","66"
"Artem Chubarov","8467359","40"
"Blair Betts","8467361","81"
"Christian Berglund","8467363","49"
"John Erskine","8467365","52"
"Ossi Vaananen","8467369","49"
"Mike Fisher","8467370","87"
"Mike Ribeiro","8467371","82"
"Justin Papineau","8467372","49"
"Norman Milley","8467373","52"
"Jaroslav Kristek","8467376","47"
"Tyler Bouck","8467383","63"
"Chris Bala","8467384","2"
"Denis Arkhipov","8467386","56"
"Joe Dipenta","8467387","47"
"Paul Manning","8467388","45"
"Brad Richards","8467389","56"
"Jason LaBarbera","8467391","28"
"Alex Henry","8467392","81"
"Jarkko Ruutu","8467393","85"
"Erik Cole","8467396","80"
"Dimitri Afanasenkov","8467397","56"
"Julien Vauclair","8467399","50"
"Francois Beauchemin","8467400","20"
"Brian Gionta","8467407","81"
"Matt Walker","8467408","65"
"Alexei Ponikarovsky","8467412","82"
"Ryan Jardine","8467414","36"
"Josef Vasicek","8467416","62"
"Eric Beaudoin","8467417","53"
"Mikko Jokela","8467421","55"
"Rob Davison","8467422","23"
"Shawn Horcoff","8467423","89"
"Petr Schastlivy","8467425","54"
"Kip Brennan","8467427","47"
"Krys Barch","8467428","72"
"Dany Sabourin","8467430","32"
"Jay Leach","8467436","48"
"Miroslav Zalesak","8467438","38"
"Jaroslav Spacek","8467439","80"
"Mike Siklenka","8467440","21"
"Patrick Leahy","8467444","54"
"Tomas Kloucek","8467450","47"
"Rob Scuderi","8467452","81"
"Andrew Raycroft","8467453","31"
"Ryan Flinn","8467461","52"
"Mikael Samuelsson","8467463","81"
"Trent Hunter","8467466","55"
"Pavel Patera","8467468","62"
"Allan Rourke","8467469","42"
"Kent Huskins","8467478","33"
"Tyler Arnason","8467483","71"
"Michael Morrison","8467486","3"
"Erik Westrum","8467488","32"
"Rickard Wallin","8467491","64"
"Chris Neil","8467493","60"
"Andrei Markov","8467496","78"
"Rastislav Stana","8467497","38"
"Tomas Zizka","8467499","49"
"Tomas Divisek","8467500","47"
"Ales Kotalik","8467502","82"
"Antero Niittymaki","8467511","32"
"Pavel Datsyuk","8467514","81"
"Niko Kapanen","8467516","60"
"Karlis Skrastins","8467519","80"
"Jonas Frogren","8467531","41"
"Jaroslav Svoboda","8467535","53"
"Jim Fahey","8467540","47"
"Petr Hubacek","8467541","40"
"Toby Petersen","8467543","57"
"Michael Ryder","8467545","74"
"Martin Cibak","8467557","53"
"Bruno St. Jacques","8467558","41"
"Matt Hussey","8467564","48"
"John Pohl","8467565","34"
"Trevor Gillies","8467579","30"
"Mark Eaton","8467580","68"
"Dean Arsene","8467583","46"
"Eric Healey","8467700","33"
"Curtis Murphy","8467731","27"
"Kirby Law","8467732","38"
"Jeff Halpern","8467831","52"
"Jason Blake","8467844","87"
"Steven Kariya","8467851","58"
"Brian Rafalski","8467856","78"
"Jason Krog","8467857","78"
"Bryan Adams","8467867","49"
"Daniel Sedin","8467875","82"
"Henrik Sedin","8467876","82"
"Pavel Brendl","8467877","56"
"Tim Connolly","8467878","48"
"Kris Beech","8467880","45"
"Taylor Pyatt","8467881","69"
"Jamie Lundmark","8467882","81"
"Branislav Mezei","8467883","56"
"Oleg Saprykin","8467884","60"
"Jani Rita","8467886","58"
"Jeff Jillson","8467887","41"
"Barret Jackman","8467890","82"
"Konstantin Koltsov","8467891","42"
"Kirill Safronov","8467892","38"
"Steve McCarthy","8467896","18"
"Martin Havlat","8467899","81"
"Kristian Kudroc","8467901","62"
"Charlie Stephens","8467904","51"
"Michael Ryan","8467905","58"
"Jonas Andersson","8467906","55"
"Ross Lupaschuk","8467907","22"
"Milan Bartovic","8467908","42"
"Alexei Semenov","8467909","47"
"Nolan Yonkman","8467910","61"
"Alex Auld","8467913","43"
"Tony Salmelainen","8467914","29"
"Mike Commodore","8467915","81"
"Jordan Leopold","8467917","83"
"Martin Grenier","8467918","47"
"Matt Murley","8467924","33"
"Adam Hall","8467925","74"
"Brad Ralph","8467926","28"
"Andrew Hutchinson","8467927","60"
"Doug Janik","8467928","37"
"Matt Carkner","8467931","68"
"Michael Zigomanis","8467937","22"
"Jan Lasak","8467938","39"
"Dan Jancevski","8467939","79"
"Zdenek Blatny","8467941","51"
"Niklas Hagman","8467943","72"
"Jason Jaspers","8467944","52"
"Frantisek Kaberle","8467949","30"
"Craig Anderson","8467950","31"
"Mattias Weinhandl","8467951","50"
"Adam Hauser","8467954","38"
"Niclas Havelid","8467956","78"
"Peter Smrek","8467958","53"
"Sebastien Caron","8467959","39"
"Jimmie Olvestad","8467961","41"
"Kyle Wanvig","8467962","34"
"Mike Comrie","8467964","63"
"Branko Radivojevic","8467966","55"
"Chris Kelly","8467967","82"
"Mathias Tjarnqvist","8467969","48"
"Juraj Kolnik","8467974","49"
"Brian McGrattan","8467977","6"
"Ryan Malone","8467988","70"
"Derek MacKenzie","8468001","65"
"Justin Mapletoft","8468003","52"
"Ryan Miller","8468011","59"
"Jordan Krestanovich","8468025","46"
"Niko Dimitrakos","8468028","54"
"Timo Helbling","8468035","49"
"Bjorn Melin","8468036","53"
"Martin Prusek","8468037","45"
"Michael Leighton","8468038","19"
"Damian Surma","8468047","58"
"Fedor Fedorov","8468055","32"
"Riku Hahl","8468056","52"
"Martin Erat","8468064","71"
"Vaclav Pletka","8468081","46"
"Layne Ulmer","8468082","49"
"Henrik Zetterberg","8468083","77"
"Radim Vrbata","8468085","36"
"Alexandre Giroux","8468086","81"
"Garnet Exelby","8468090","59"
"Colin Hemingway","8468094","68"
"George Parros","8468095","74"
"Radek Martinek","8468101","51"
"Petr Tenkrat","8468103","58"
"Goran Bezina","8468107","54"
"Pierre Hedin","8468112","53"
"Jeff Finger","8468113","66"
"Douglas Murray","8468114","75"
"Tommi Santala","8468118","57"
"Mikko Eloranta","8468120","48"
"Darren Haydar","8468121","79"
"Noah Clarke","8468123","53"
"Hannes Hyvonen","8468130","56"
"Lynn Loyns","8468150","52"
"Jeremy Yablonski","8468158","64"
"Brandon Reid","8468161","52"
"Jerred Smithson","8468162","82"
"Curtis Sanford","8468166","35"
"Ruslan Fedotenko","8468172","65"
"Lawrence Nycholat","8468184","22"
"Jeff Ulmer","8468189","52"
"Joel Ward","8468208","79"
"Jim Vandermeer","8468213","45"
"Sean Avery","8468224","49"
"Eric Godard","8468252","71"
"Mark Streit","8468309","80"
"Dwayne Zinger","8468413","35"
"Brian Pothier","8468427","13"
"Steve Reinprecht","8468432","73"
"Andy McDonald","8468434","46"
"Jean-Pierre Vigier","8468443","35"
"Brad Tapper","8468444","17"
"Dale Clarke","8468448","43"
"Greg Classen","8468449","44"
"Cory Larose","8468458","53"
"Mathieu Darche","8468463","80"
"Mike Weaver","8468478","58"
"Rick DiPietro","8468481","5"
"Dany Heatley","8468482","91"
"Marian Gaborik","8468483","17"
"Rostislav Klesla","8468484","34"
"Raffi Torres","8468485","51"
"Scott Hartnell","8468486","82"
"Lars Jonsson","8468487","53"
"Nikita Alexeev","8468488","54"
"Brent Krahn","8468489","20"
"Mikhail Yakubov","8468490","56"
"Pavel Vorobiev","8468491","46"
"Alexei Smirnov","8468492","55"
"Ron Hainsey","8468493","90"
"Vaclav Nedorost","8468494","50"
"Marcel Hossa","8468496","58"
"Alexei Mikhnov","8468497","52"
"Brooks Orpik","8468498","79"
"Krys Kolanos","8468499","66"
"Alex Frolov","8468500","84"
"Anton Volchenkov","8468501","69"
"David Hale","8468502","48"
"Nathan Smith","8468503","44"
"Brad Boyes","8468504","82"
"Steve Ott","8468505","64"
"Brian Sutherby","8468506","59"
"Justin Williams","8468508","44"
"Niklas Kronwall","8468509","80"
"Jeff Taffe","8468510","82"
"Tomas Kurka","8468512","56"
"Nick Schultz","8468513","79"
"Brad Winchester","8468515","77"
"Andy Hilbert","8468517","67"
"Tomas Kopecky","8468518","79"
"Kurtis Foster","8468520","16"
"Matt Pettinger","8468523","61"
"Ilya Bryzgalov","8468524","72"
"Jarret Stoll","8468526","74"
"Jonas Nordqvist","8468529","37"
"Kris Vernarsky","8468531","75"
"Andreas Lilja","8468534","60"
"Antoine Vermette","8468535","79"
"Aleksander Suglobov","8468536","54"
"Ivan Huml","8468539","64"
"Dan Ellis","8468540","35"
"Jakub Cutta","8468541","34"
"Paul Martin","8468542","73"
"Filip Novak","8468544","92"
"Joel Lundqvist","8468548","44"
"Mikael Tellqvist","8468550","21"
"Sergei Zinovjev","8468553","25"
"Igor Radulov","8468554","52"
"Jozef Balej","8468558","39"
"Ryan Bayda","8468560","70"
"Alexandre Kharitonov","8468561","55"
"Yanick Lehoux","8468566","80"
"Kurt Sauer","8468568","68"
"Libor Pivko","8468569","50"
"Dominic Moore","8468575","81"
"Niclas Wallin","8468577","64"
"Jon Disalvatore","8468584","76"
"Olli Malmivaara","8468597","57"
"Lubomir Visnovsky","8468598","50"
"Brian Fahey","8468599","66"
"Michel Ouellet","8468604","49"
"Matt Hendricks","8468611","47"
"Maxim Sushinsky","8468612","48"
"Petteri Nummelin","8468613","46"
"Mike Stuart","8468617","29"
"David Koci","8468626","37"
"Travis Moen","8468635","82"
"Greg Zanon","8468636","82"
"John-Michael Liles","8468639","84"
"Nolan Schaefer","8468646","51"
"Craig Weller","8468647","36"
"Erik Reitz","8468650","42"
"Jarno Kultanen","8468654","13"
"Jukka Hentunen","8468656","54"
"Darcy Hordichuk","8468660","73"
"Deryk Engelland","8468674","80"
"Ryan Caldwell","8468682","47"
"Henrik Lundqvist","8468685","70"
"Peter Bartos","8468694","56"
"Matthew Lombardi","8468695","78"
"Paul Gaustad","8468700","62"
"Antti Miettinen","8468704","89"
"Guillaume Lefebvre","8468707","70"
"Lubomir Sekeras","8468712","48"
"Janis Sprukts","8468714","60"
"Zdenek Kutlak","8468717","47"
"Adam Berkhoel","8468720","28"
"Chad Wiseman","8468726","23"
"Darryl Bootland","8468732","28"
"Reinhard Divis","8468741","15"
"Thomas Ziegler","8468743","55"
"Jean-Philippe Cote","8468745","50"
"Tomi Pettinen","8468747","46"
"Pavel Kolarik","8468748","52"
"Micki Dupont","8468750","50"
"Reto Von Arx","8468751","44"
"Roman Simicek","8468753","44"
"Andrej Nedorost","8468766","37"
"Simon Gamache","8468770","48"
"Colton Orr","8468778","82"
"Riley Cote","8468786","63"
"Jason Williams","8468789","80"
"Darcy Verot","8468798","28"
"Louis Robitaille","8468800","35"
"Tyler Sloan","8468846","72"
"Brennan Evans","8468853","75"
